address,"Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Source","Census Year","State FIPS","County FIPS","Place Name","Place FIPS","Census Tract Code","Census Block Code","Census Block Group","Full FIPS (block)","Full FIPS (tract)","Metro/Micro Statistical Area Name","Metro/Micro Statistical Area Code","Metro/Micro Statistical Area Type","Combined Statistical Area Name","Combined Statistical Area Code","Metropolitan Division Area Name","Metropolitan Division Area Code","County Subdivision Name","County Subdivision FIPS","County Subdivision Class Code","County Subdivision Class Description"
"1401 CEDAR AVENUE Austin TX 78702",30.27708,-97.71324,1,rooftop,"1401 Cedar Ave",,"Austin, TX 78702",1401,"Cedar Ave",,,Austin,TX,"Travis County",78702,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,000803,1026,1,484530008031026,48453000803,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"11794 JOLLYVILLE RD Austin TX 78759",30.421475,-97.754736,1,rooftop,"11794 Jollyville Rd",,"Austin, TX 78759",11794,"Jollyville Rd",,,Austin,TX,"Travis County",78759,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002500,5000,5,484530025005000,48453002500,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Northwest Travis",92857,Z5,"A statistical county subdivision"
"1106 CLAYTON LANE SUITE 242W Austin TX 78723",30.319295,-97.700661,1,rooftop,"1106 Clayton Ln","Ste 242W","Austin, TX 78723",1106,"Clayton Ln",Ste,242W,Austin,TX,"Travis County",78723,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002105,3002,3,484530021053002,48453002105,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"6400 S 1ST ST Austin TX 78745",30.200308,-97.786134,1,rooftop,"6400 S 1st St",,"Austin, TX 78745",6400,"S 1st St",,,Austin,TX,"Travis County",78745,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002410,2006,2,484530024102006,48453002410,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"1197 HARGRAVE ST Austin TX 78702",30.275545,-97.707503,1,rooftop,"1197 Hargrave St",,"Austin, TX 78702",1197,"Hargrave St",,,Austin,TX,"Travis County",78702,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,000802,2002,2,484530008022002,48453000802,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"4429 DUVAL STREET Austin TX 78751",30.30665,-97.724372,1,rooftop,"4429 Duval St",,"Austin, TX 78751",4429,"Duval St",,,Austin,TX,"Travis County",78751,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,000302,2000,2,484530003022000,48453000302,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"823 CONGRESS AVE STE 100 Austin TX 78701",30.27059,-97.741452,1,rooftop,"823 Congress Ave","Ste 100","Austin, TX 78701",823,"Congress Ave",Ste,100,Austin,TX,"Travis County",78701,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,001101,1016,1,484530011011016,48453001101,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"1316 W BRAKER LN Austin TX 78758",30.386139,-97.695062,1,rooftop,"1316 W Braker Ln",,"Austin, TX 78758",1316,"W Braker Ln",,,Austin,TX,"Travis County",78758,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,041900,2008,2,484530419002008,48453041900,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"6134 W US HWY 290 SERVICE RD Austin TX 78735",30.235607,-97.858652,1,range_interpolation,"6134 W US-290",,"Austin, TX 78735",6134,"W US-290",,,Austin,TX,"Travis County",78735,US,"TIGER/Line® from the US Census Bureau",2024,48,48453,Austin,4805000,001915,1027,1,484530019151027,48453001915,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"8237 RESEARCH BLVD Austin TX 78758",30.417982,-97.746233,0.69,street_center,"Research Blvd",,"Austin, TX 78759",,"Research Blvd",,,Austin,TX,"Travis County",78759,US,"TIGER/Line® dataset from the US Census Bureau",2024,48,48453,Austin,4805000,032500,3001,3,484530325003001,48453032500,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"5001 HUDSON BEND RD. Austin TX 78734",30.412579,-97.926839,1,rooftop,"5001 Hudson Bend Rd",,"Austin, TX 78734",5001,"Hudson Bend Rd",,,Austin,TX,"Travis County",78734,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,"Hudson Bend",4835253,031400,1019,1,484530314001019,48453031400,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Southwest Travis",93688,Z5,"A statistical county subdivision"
"907 E. SAINT JOHNS AVENUE Austin TX 78752",30.33123,-97.700239,1,range_interpolation,"907 E St John's Ave",,"Austin, TX 78752",907,"E St John's Ave",,,Austin,TX,"Travis County",78752,US,"TIGER/Line® from the US Census Bureau",2024,48,48453,Austin,4805000,043300,1014,1,484530433001014,48453043300,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"411 W. MARTIN LUTHER KING JR B Austin TX 78701",30.281299,-97.742159,1,rooftop,"411 W Martin Luther King Jr Blvd",B,"Austin, TX 78701",411,"W Martin Luther King Jr Blvd",,B,Austin,TX,"Travis County",78701,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,000700,1009,1,484530007001009,48453000700,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"9520 HIGHWAY 290 WEST SUITE A Austin TX 78736",30.228518,-97.941118,1,range_interpolation,"9520 US-290","Ste A","Austin, TX 78736",9520,US-290,Ste,A,Austin,TX,"Travis County",78736,US,"TIGER/Line® from the US Census Bureau",2024,48,48453,,,036600,1028,1,484530366001028,48453036600,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Southwest Travis",93688,Z5,"A statistical county subdivision"
"1800 E SLAUGHTER LANE Austin TX 78747",30.153125,-97.767592,1,rooftop,"1800 E Slaughter Ln",,"Austin, TX 78747",1800,"E Slaughter Ln",,,Austin,TX,"Travis County",78747,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,,,002445,2000,2,484530024452000,48453002445,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"6010 W. PARMER LANE Austin TX 78727",30.443559,-97.741254,1,rooftop,"6010 W Parmer Ln",,"Austin, TX 78727",6010,"W Parmer Ln",,,Austin,TX,"Travis County",78727,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,034100,1010,1,484530341001010,48453034100,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"6294 MCNEIL DR. Austin TX 78729",30.441434,-97.750212,1,rooftop,"6294 Mc Neil Dr",,"Austin, TX 78729",6294,"Mc Neil Dr",,,Austin,TX,"Travis County",78729,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,034100,2020,2,484530341002020,48453034100,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"2900 NORTH QUINLAN PARK RD Austin TX 78732",30.369178,-97.892631,1,rooftop,"2900 N Quinlan Park Rd",,"Austin, TX 78732",2900,"N Quinlan Park Rd",,,Austin,TX,"Travis County",78732,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,"Steiner Ranch",4870154,034900,3000,3,484530349003000,48453034900,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Northwest Travis",92857,Z5,"A statistical county subdivision"
"3310 N CAPITOL OF TX HWY #100 Austin TX 78746",30.331288,-97.808452,0.9,range_interpolation,"3310 N Capital of Texas Hwy","Ste 100","Austin, TX 78746",3310,"N Capital of Texas Hwy",Ste,100,Austin,TX,"Travis County",78746,US,"TIGER/Line® from the US Census Bureau",2024,48,48453,Austin,4805000,001913,1007,1,484530019131007,48453001913,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"3909 N IH 35 SERV RD N Austin TX 78722",30.295771,-97.71949,1,range_interpolation,"3909 N I-35",,"Austin, TX 78751",3909,"N I-35",,,Austin,TX,"Travis County",78751,US,"TIGER/Line® from the US Census Bureau",2024,48,48453,Austin,4805000,000302,1015,1,484530003021015,48453000302,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"6009 E. BEN WHITE BLVD Austin TX 78741",30.213874,-97.71993,1,range_interpolation,"6009 E Ben White Blvd",,"Austin, TX 78741",6009,"E Ben White Blvd",,,Austin,TX,"Travis County",78741,US,"TIGER/Line® from the US Census Bureau",2024,48,48453,Austin,4805000,002313,1010,1,484530023131010,48453002313,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"2222 E. OLTORF ST Austin TX 78741",30.230183,-97.731183,1,rooftop,"2222 E Oltorf St",,"Austin, TX 78741",2222,"E Oltorf St",,,Austin,TX,"Travis County",78741,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002315,2000,2,484530023152000,48453002315,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"8205 BRODIE LN Austin TX 78745",30.201579,-97.838091,1,rooftop,"8205 Brodie Ln",,"Austin, TX 78745",8205,"Brodie Ln",,,Austin,TX,"Travis County",78745,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,031000,3013,3,484530310003013,48453031000,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"6306 E. RIVERSIDE DR Austin TX 78741",30.225046,-97.702964,1,rooftop,"6306 E Riverside Dr",,"Austin, TX 78741",6306,"E Riverside Dr",,,Austin,TX,"Travis County",78741,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002321,1013,1,484530023211013,48453002321,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"8628 MANCHACA RD Austin TX 78748",30.185853,-97.816518,1,range_interpolation,"8628 Manchaca Rd",,"Austin, TX 78748",8628,"Manchaca Rd",,,Austin,TX,"Travis County",78748,US,"TIGER/Line® from the US Census Bureau",2024,48,48453,Austin,4805000,031800,2002,2,484530318002002,48453031800,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"4600 WEST WILLIAM CANNON Austin TX 78749",30.223733,-97.84197,1,rooftop,"4600 W William Cannon Dr",,"Austin, TX 78749",4600,"W William Cannon Dr",,,Austin,TX,"Travis County",78749,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,032000,4007,4,484530320004007,48453032000,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"1310 W. HOWARD LN Austin TX 78728",30.425037,-97.672106,1,rooftop,"1310 W Howard Ln",,"Austin, TX 78728",1310,"W Howard Ln",,,Austin,TX,"Travis County",78728,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,"Wells Branch",4877196,042900,2003,2,484530429002003,48453042900,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"3112 EAST CESAR CHAVEZ STREET Austin TX 78702",30.252072,-97.70907,1,rooftop,"3112 E Cesar Chavez St",,"Austin, TX 78702",3112,"E Cesar Chavez St",,,Austin,TX,"Travis County",78702,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,000902,2030,2,484530009022030,48453000902,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"8656 SPICEWOOD SPRINGS RD Austin TX 78759",30.43346,-97.771002,1,rooftop,"8656 Spicewood Springs Rd",,"Austin, TX 78759",8656,"Spicewood Springs Rd",,,Austin,TX,"Williamson County",78759,US,"City of Round Rock",2024,48,48491,Austin,4805000,020405,4018,4,484910204054018,48491020405,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Round Rock-Georgetown",93343,Z5,"A statistical county subdivision"
"10713 JOLLYVILLE RD Austin TX 78759",30.400456,-97.748505,1,rooftop,"10713 Jollyville Rd",,"Austin, TX 78759",10713,"Jollyville Rd",,,Austin,TX,"Travis County",78759,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,030800,2005,2,484530308002005,48453030800,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Northwest Travis",92857,Z5,"A statistical county subdivision"
"10900-D RESEARCH BLVD Austin TX 78759",30.417982,-97.746233,0.7,street_center,"Research Blvd",,"Austin, TX 78759",,"Research Blvd",,,Austin,TX,"Travis County",78759,US,"TIGER/Line® dataset from the US Census Bureau",2024,48,48453,Austin,4805000,032500,3001,3,484530325003001,48453032500,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"2725 EXPOSITION BLVD. Austin TX 78703",30.30311,-97.764464,1,range_interpolation,"2725 Exposition Blvd",,"Austin, TX 78703",2725,"Exposition Blvd",,,Austin,TX,"Travis County",78703,US,"TIGER/Line® from the US Census Bureau",2024,48,48453,Austin,4805000,001604,3006,3,484530016043006,48453001604,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"5311 BALCONES DR Austin TX 78731",30.335499,-97.757989,1,rooftop,"5311 Balcones Dr",,"Austin, TX 78731",5311,"Balcones Dr",,,Austin,TX,"Travis County",78731,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,000101,2000,2,484530001012000,48453000101,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"3300 BEE CAVES RD Austin TX 78746",30.275737,-97.800166,1,rooftop,"3300 Bee Caves Rd",,"West Lake Hills, TX 78746",3300,"Bee Caves Rd",,,"West Lake Hills",TX,"Travis County",78746,US,"Statewide (CC 0 Texas Natural Resources Information System)",2024,48,48453,"West Lake Hills",4877632,001919,2000,2,484530019192000,48453001919,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"6600 MOPAC EXPRESSWAY S Austin TX 78749",30.233424,-97.824884,1,range_interpolation,"6600 Loop 1",S,"Austin, TX 78749",6600,"Loop 1",,S,Austin,TX,"Travis County",78749,US,"TIGER/Line® from the US Census Bureau",2024,48,48453,Austin,4805000,032100,1006,1,484530321001006,48453032100,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"1500 W 35TH ST Austin TX 78703",30.306596,-97.749017,1,rooftop,"1500 W 35th St",,"Austin, TX 78703",1500,"W 35th St",,,Austin,TX,"Travis County",78703,US,"City of Austin (Public Domain)",2024,48,48453,Austin,4805000,000101,4020,4,484530001014020,48453000101,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"8040 MESA DR Austin TX 78731",30.371357,-97.758358,1,rooftop,"8040 Mesa Dr",,"Austin, TX 78731",8040,"Mesa Dr",,,Austin,TX,"Travis County",78731,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,030000,4012,4,484530300004012,48453030000,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"2025 W BEN WHITE BLVD Austin TX 78704",30.229795,-97.78916,1,range_interpolation,"2025 W Ben White Blvd",,"Austin, TX 78704",2025,"W Ben White Blvd",,,Austin,TX,"Travis County",78704,US,"TIGER/Line® from the US Census Bureau",2024,48,48453,Austin,4805000,030300,1019,1,484530303001019,48453030300,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"2301 RANCH RD 620 SOUTH Austin TX 78734",30.342581,-97.967013,1,range_interpolation,"2301 Ranch Road 620 S",,"Lakeway, TX 78734",2301,"Ranch Road 620 S",,,Lakeway,TX,"Travis County",78734,US,"TIGER/Line® from the US Census Bureau",2024,48,48453,Lakeway,4840984,031500,1018,1,484530315001018,48453031500,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Southwest Travis",93688,Z5,"A statistical county subdivision"
"9911 BRODIE LN Austin TX 78748",30.184528,-97.848594,1,rooftop,"9911 Brodie Ln",,"Austin, TX 78748",9911,"Brodie Ln",,,Austin,TX,"Travis County",78748,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,031700,3004,3,484530317003004,48453031700,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"6806 BEE CAVES RD Austin TX 78746",30.298892,-97.837231,1,range_interpolation,"6806 Bee Caves Rd",,"Austin, TX 78746",6806,"Bee Caves Rd",,,Austin,TX,"Travis County",78746,US,"TIGER/Line® from the US Census Bureau",2024,48,48453,,,001912,1049,1,484530019121049,48453001912,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"710 E BEN WHITE BLVD #C Austin TX 78704",30.218719,-97.75686,1,range_interpolation,"710 E Ben White Blvd","# C","Austin, TX 78704",710,"E Ben White Blvd",#,C,Austin,TX,"Travis County",78704,US,"TIGER/Line® from the US Census Bureau",2024,48,48453,Austin,4805000,002403,1002,1,484530024031002,48453002403,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"2623 JONES RD Austin TX 78745",30.225004,-97.803392,1,rooftop,"2623 Jones Rd",,"Austin, TX 78745",2623,"Jones Rd",,,Austin,TX,"Travis County",78745,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,030300,2000,2,484530303002000,48453030300,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"2400 S CONGRESS AVE Austin TX 78704",30.238829,-97.754551,1,rooftop,"2400 S Congress Ave",,"Austin, TX 78704",2400,"S Congress Ave",,,Austin,TX,"Travis County",78704,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,001308,2003,2,484530013082003,48453001308,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"7112 ED BLUESTEIN BLVD Austin TX 78723",30.312673,-97.662871,0.93,rooftop,"7112 1/2 Ed Bluestein Blvd Sb",,"Austin, TX 78723","7112 1/2","Ed Bluestein Blvd Sb",,,Austin,TX,"Travis County",78723,US,"City of Austin (Public Domain)",2024,48,48453,Austin,4805000,002108,2001,2,484530021082001,48453002108,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"9414 N LAMAR BLVD Austin TX 78753",30.364997,-97.697904,1,rooftop,"9414 N Lamar Blvd",,"Austin, TX 78753",9414,"N Lamar Blvd",,,Austin,TX,"Travis County",78753,US,"City of Austin (Public Domain)",2024,48,48453,Austin,4805000,040600,1003,1,484530406001003,48453040600,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"6607 S IH 35 Austin TX 78744",30.586556,-97.69201,0.87,nearest_rooftop_match,"6609 S Interstate Highway 35",,"Georgetown, TX 78626",6609,"S Interstate Highway 35",,,Georgetown,TX,"Williamson County",78626,US,"City of Round Rock",2024,48,48491,Georgetown,4829336,021406,1040,1,484910214061040,48491021406,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Round Rock-Georgetown",93343,Z5,"A statistical county subdivision"
"1000 E 41ST STREET Austin TX 78751",30.300469,-97.719654,1,rooftop,"1000 E 41st St",,"Austin, TX 78751",1000,"E 41st St",,,Austin,TX,"Travis County",78751,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,000302,1002,1,484530003021002,48453000302,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"2701 E SEVENTH Austin TX 78702",30.259563,-97.711379,1,rooftop,"2701 E 7th St",,"Austin, TX 78702",2701,"E 7th St",,,Austin,TX,"Travis County",78702,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,000902,2001,2,484530009022001,48453000902,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
